id,review,aspects
1644,Very nice. There's always room for improvement. Keep up the spirit? Jazaak_Allah Khairn.,"[{'aspect': 'spirit', 'polarity': 'Positive'}]"
1645,Masha Allah Over all Amazing app. May Allah give them reward at day of Jugdement who work with it.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1646,"From all the Quran apps I have tried this one is by for the best one. There are no ads, and there is translations, tafsir, and also tajweed.","[{'aspect': 'ads', 'polarity': 'Positive'}, {'aspect': 'tajweed', 'polarity': 'Neutral'}]"
1647,This is a very good application but I need an application that can search the verse by voice.,"[{'aspect': 'application', 'polarity': 'Positive'}, {'aspect': 'search', 'polarity': 'Neutral'}]"
1648,"Assalamu Alaikum wa Rahmatullah, I first thank the inventor of this app, who made the software on top of such a beautiful Quran, may Allah have mercy on him. Increase his knowledge. Amen 🤲","[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'Quran', 'polarity': 'Positive'}]"
1649,Very good app. Easy to use and great for learning and reading the Quran alhumdullilah. Great job!,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1650,Nice app it has a lot of features,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1651,"I love this app.It’s easy to read. It’s have so much function, so that, anyone can read it with their choice. Jajhakumullahu khayran.","[{'aspect': 'app', 'polarity': 'Positive'}]"
1652,Very good app. May Allah accept your dedication.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1653,Alhamdulillah i am happy with this application.,"[{'aspect': 'application', 'polarity': 'Positive'}]"
1654,MashaAllah awesome app. Must have for all muslim,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1655,Amazing app!!Ma sha Allah..Very easy to understand every verse of Quran...,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1656,One of the best apps Alhamdulillah,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
1657,"Alhamdulillah this app is very useful, simple to use, detailed and contains a whole lot of information. Maa shaa Allah wa jazaajallahu khayran.","[{'aspect': 'app', 'polarity': 'Positive'}]"
1658,Thanks for brillant app of Quran,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1659,The best Quran App ever used A great deal for Da'awa Jazakum Allah Alkhayr,"[{'aspect': 'App', 'polarity': 'Positive'}]"
1660,Best app for tafsir with detailed explanations for every verse.,"[{'aspect': 'explanations', 'polarity': 'Positive'}]"
1662,it is a really good app for my son to learn,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1663,Great application. Help understandthe quran and aldo lear Arabi. May Allah reward your effortsabundantly!,"[{'aspect': 'aldo', 'polarity': 'Neutral'}]"
1664,Best App to read Qur'an with meaning,"[{'aspect': 'App', 'polarity': 'Positive'}]"
1665,Its a Great Helpful Apps for me. Now its adjusted in my daily life. May ALLAH grant them those who are involved in this this beautiful job.,"[{'aspect': 'Apps', 'polarity': 'Positive'}]"
1666,This a great application and it's a must recommendation to everyone. May Allah bless all of you and your families with the great reward. And May Allah forgive us all and Guide us all. (Aameen),"[{'aspect': 'application', 'polarity': 'Positive'}]"
1667,A good apps which helps me a lot either for reading or for tafsir. Alhamdulillah,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
1668,"Easy translation, very helpful in finding root of word, good tajwid and enhence my knowledge. Thank you.","[{'aspect': 'tajwid', 'polarity': 'Positive'}]"
1669,"❤️❤️❤️very nice apps,,,,i am so happy for this apps,❤️❤️❤️","[{'aspect': 'apps', 'polarity': 'Positive'}]"
1670,Best Qur`an application period. Very featureful and the developers seems to invest in the Akhira (no pesky ads). Highly recommended. May Allah SWT bless all involved with Al-Firdaous.,"[{'aspect': 'ads', 'polarity': 'Positive'}]"
1671,"fantastic app, it is very usefull","[{'aspect': 'app', 'polarity': 'Positive'}]"
1672,Assalam to all. All praise to Allah subhana wa t'ala. May Allah be pleased with the makers of this apps that has assisted me and so many others in our effort to learn Quran. We pray to Allah for His continued blessings upon the Muslim Ummah.,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
1673,It's the best Quran app I have ever seen. Zajhakumullahu khairan.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1674,Alhamdulillah. Its the most useful Quran App i have ever had. Loved it. Most important for me is the page number is similar to my printed one so its easy for me to track my progress. Jajakallah khayran,"[{'aspect': 'App', 'polarity': 'Positive'}]"
1675,"Outstanding works, keep it up for ummah's redemption ❤️","[{'aspect': 'works', 'polarity': 'Positive'}]"
1676,"Now facing issue while playing audio, application getting terminating ,","[{'aspect': 'audio', 'polarity': 'Negative'}]"
1677,This app is fantastic May Allah bless the initiator of this. Barakalau feekum,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1679,This app is very good for every Muslim Ummah.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1680,I ahve good experience with the aps,"[{'aspect': 'aps', 'polarity': 'Positive'}]"
1681,"It is the best and most robust Quran app.. everything is at your fingertips. Subhanallah, MashaAllah, Alhamdulillah. May Allah bless the developers and team in abundance, amiin.","[{'aspect': 'app', 'polarity': 'Positive'}]"
1682,JazakaAllahu Khairan for such a excellent app.,"[{'aspect': 'app', 'polarity': 'Negative'}]"
1683,Really great app .plz use any one . follow suntha a rasull ❤️,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1684,"Great app. Because of this, I get to read Quran and my daily Surahs regularly easily. JazakAllah kher for the effort to make this app.","[{'aspect': 'app', 'polarity': 'Positive'}]"
1685,This apps really helpful to learn al quran. Alhamdulillah. Recommended,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
1686,"Alhamdulillah, I am very glad to have such a App which makes me understand the Holy Quran word by word. May Allah bless you.","[{'aspect': 'Quran', 'polarity': 'Positive'}]"
1687,I love this app. It is just so perfect. It is perfect for learning the surahs.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1688,Gooooooood i love this app soooo much,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1689,An excellent app that not been ever exposed before the Muslim Ummah.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1690,It's indeed the best app I have ever used it's so inspiring most especially the word to word translation Jazakallahu khairan for this app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1691,"Brilliant, brilliant, brilliant mashallah!","[{'aspect': 'mashallah', 'polarity': 'Positive'}]"
1692,Mashaallah this app is amazing💗,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1693,"It is a great app with best translation and tafseer, easily understanding for the beginner.","[{'aspect': 'translation', 'polarity': 'Positive'}, {'aspect': 'tafseer', 'polarity': 'Positive'}]"
1694,Excelland apps. Easy to use. User friendly.,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
1695,It reaally good and so easy to understand !,"[{'aspect': 'understand', 'polarity': 'Positive'}]"
1696,Very user friendly and has good features. One of the best Quran App.,"[{'aspect': 'features', 'polarity': 'Positive'}]"
1697,❤️❤️❤️❤️ this app is very very very... helpful.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1699,For the sake of Allah SWT I find the app very useful and important especially if you want to learn the Holy Qur'an,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1700,love this app because of its simplicity,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1701,Alhamdulillah 🥰 This app is really very helpful,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1702,The most user friendly and well designed app. Allows for the right application of the greatest book in your life.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1703,"Amazing app,and it's totally ad free.","[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'ad', 'polarity': 'Positive'}]"
1704,Ma sha allah.. extremely good apps.. may allah grant u success in this life and in hereafter. .. aameen,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
1705,The best app to study Qur'an deeply.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1706,The AlQuran app meets my need and exceeds it. Simply excellent and is the best I've used so far that I can remember. Alhamdulillah,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1707,"Everyone should try this app, insha-allah it'll help you day to day life","[{'aspect': 'app', 'polarity': 'Positive'}]"
1708,Bestest app ... you can easily understand the meaning of each words. SubhanAllah,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1709,So helpful & full of islamic knowledge according to Quran n Sunnah.,"[{'aspect': 'islamic knowledge', 'polarity': 'Positive'}, {'aspect': 'Quran', 'polarity': 'Positive'}]"
1710,Pl add Tafsir Tafhimul Quran (Bangla) in this app. The urdu version is available. It will be better if we get Bangla version of Tafsir Tafhimul Quran.,"[{'aspect': 'urdu', 'polarity': 'Neutral'}]"
1711,Still trying to learn how to use it. I'm sure it will be very useful during Ramadan. Inshallah.,"[{'aspect': 'learn', 'polarity': 'Negative'}]"
1712,So far so good. Works very smoothly and has many recitations.,"[{'aspect': 'Works', 'polarity': 'Positive'}]"
1713,"Alhamdulillah,this app is wonderful.😍","[{'aspect': 'app', 'polarity': 'Positive'}]"
1714,A great experience while reading The Holy Quran with this app. Liked the outlook.,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'outlook', 'polarity': 'Positive'}]"
1715,Great app /very comprehensive /easy access to narrations,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1716,Useful for learning Quran recitation with the meaning.,"[{'aspect': 'Quran', 'polarity': 'Positive'}]"
1718,"Alhamdulillah, very nice app, excellent Jazakumullahu khair to the whole team. Barak Allahu feekum","[{'aspect': 'app', 'polarity': 'Positive'}]"
1719,Fantastic application.may God rewards you abundantly,"[{'aspect': 'application', 'polarity': 'Positive'}]"
1720,i like the apps it is great for me .i've learned how to read just because of this .it i helful for every muslim .,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
1721,Alhamdulillah this app help me for Ebadat...,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1722,A very beneficial App but their is one problem am facing right now am not seeing the tafsir now,"[{'aspect': 'App', 'polarity': 'Positive'}]"
1724,MashaAllah there is a lot of good things here there is Quran Hadith,"[{'aspect': 'Quran', 'polarity': 'Neutral'}]"
1725,It's a great app. Thank you so much:),"[{'aspect': 'app', 'polarity': 'Negative'}]"
1726,One of the best app for Quran explanation,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1727,I has the best tafsir and explanations of the ayah into details this app is helping me so much if u want to understand the translation this is the right app,"[{'aspect': 'tafsir', 'polarity': 'Positive'}]"
1730,"So far this the best Al quran apps, forever greens and gives lot of benefits","[{'aspect': 'apps', 'polarity': 'Positive'}, {'aspect': 'greens', 'polarity': 'Positive'}]"
1731,Love you Allah..may Allah bless your team members and every Muslim ummah,"[{'aspect': 'Allah', 'polarity': 'Positive'}]"
1732,"Alhamdulillah, it's a good app.","[{'aspect': 'app', 'polarity': 'Negative'}]"
1733,Assalamualaikum please include prayer timings and make it all in one app,"[{'aspect': 'app', 'polarity': 'Negative'}]"
1736,This app is very useful to me. I find it very helpful in maintaing salah timing.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1737,This is a very beautiful and excellent app ❣️❣️ I like this app 😍,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1739,"I absolutely adore this app 💝 tafsir, word for word, and irab. What else can a muslim ask for? alhamdullilah. May Allah richly reward the creators of this app in this lifr and the hereafter. Ameen","[{'aspect': 'tafsir', 'polarity': 'Positive'}, {'aspect': 'irab', 'polarity': 'Positive'}]"
1740,Now more than 5 . Excellent App for practicing..,"[{'aspect': 'App', 'polarity': 'Positive'}]"
1741,It's a very useful app. May The Almighty Allah Subhanahu Wata'alaa blesses The developers,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1742,"Alhamdulillah, very nice decoration and design.","[{'aspect': 'decoration', 'polarity': 'Positive'}, {'aspect': 'design', 'polarity': 'Positive'}]"
1743,Very good app to learn Quran. Easy and simple.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1744,Awesome by tafsir & translation. Some difficulties occur during downloading of surah's.,"[{'aspect': 'tafsir', 'polarity': 'Positive'}, {'aspect': 'downloading', 'polarity': 'Negative'}]"
1746,"Can search by page, which is very helpful.","[{'aspect': 'search', 'polarity': 'Positive'}]"
1747,It's really such a great app for me. It has many duas and many other imforative options .that's why I like this app more than others .,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1750,Easy to understand alquran word by word,"[{'aspect': 'alquran', 'polarity': 'Positive'}]"
1751,Best Bangladeshi islamic app. I would recommend everyone to try this app at least once.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1752,Absolutely amazing and really happy with the translation given,"[{'aspect': 'translation', 'polarity': 'Positive'}]"
1753,One Of The Best Quran Apps. May Allah Reward You All From Everyone Benefiting.,"[{'aspect': 'Apps', 'polarity': 'Positive'}]"
1754,Simply wow! The only app that got everything. May Allah Bless them all  with his blessing.Zazakallah khairan,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1755,It has everything that I have expected from an app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1756,This app is very good one of the best,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1757,this is a best app to learn and understand quran,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1758,Mashallah it's great app to teach me and you how to read Quran,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1759,"Jazakum Allah Khairan, I have 2 suggestions: 1. Show the Ayat in the upper half of the page and the tafsir in the lower part. 2. I would like to have an option to go back to the last Ayat I have read.","[{'aspect': 'tafsir', 'polarity': 'Negative'}]"
1760,"I tried other Quran app, but i find it difficult to ""move"" from one point to another. This is the simplest but the best for me.","[{'aspect': 'app', 'polarity': 'Neutral'}]"
1761,It is very important app for Muslims,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1762,"Wooow!!, what a beautiful app!!!! So far this is the best Quranic app I have gotten in my life. It is very good for research, very easy for reference and very clear in its tafseer.","[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'tafseer', 'polarity': 'Positive'}]"
1764,masha allah.. It's a very beautiful app for us.. It should be on the phone of every muslim,"[{'aspect': 'masha', 'polarity': 'Positive'}]"
1765,I would have rated it 5 stars there is just one issue whenever I press the daily Ayah it does not open in the app...kindly do fix it,"[{'aspect': 'app', 'polarity': 'Negative'}]"
1766,this is a great app for Muslim,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1767,Really satisfied with this app.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1769,"Alhamdulillah, very useful with several possibilities of getting the meanings in different languages and the word for word meanings in Arabic and English for me and in Tamil and French for the Verses from different authors.... Subahanallah.","[{'aspect': 'meanings', 'polarity': 'Positive'}]"
1770,Very good app also very heplfull,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1771,An awesome app but I just realised there's a change in the tafsir of the verses of the Qur'an. They're no longer as detailed as they used to be.,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'tafsir', 'polarity': 'Negative'}]"
1772,It's an educative app and I do learn a lot,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1774,It would have been a lot better if this app had any widget.,"[{'aspect': 'app', 'polarity': 'Negative'}, {'aspect': 'widget', 'polarity': 'Negative'}]"
1775,Alhamdulillah. It's a good app ever. Jazaakum LLAHU,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1776,I hve been in search of such an app of Quran since long and now Alham do Lillah I got it. Thnx alot,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1777,Thank you for making my life simple ❤️ take duaa,"[{'aspect': 'life simple', 'polarity': 'Positive'}]"
1778,This app changed my life alhamdulillah....JazakAllahu Khairan,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1779,"Among all the Qur'an apps, it is best in my opinion.","[{'aspect': 'apps', 'polarity': 'Positive'}]"
1781,alhamdulliah onek kichu shikhechi apps er maddome.,"[{'aspect': 'apps', 'polarity': 'Neutral'}]"
1782,Excellent app MashaAllah. I would request to please have more arabic tafasir like أيسر التفاسير. JazakAllah,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1783,Alhamdulillah i reall like this app I read the meaning of Surah Al-Falaq and really JzakAllah khair you I got peace..,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1784,Very good app. Would have been better if there was a detailed description of the verses.,"[{'aspect': 'app', 'polarity': 'Negative'}]"
1785,Alhmdlllh very easy to use app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1786,Alhamdulillahi the best app ever i am enjoying it may Allah reward you with jennah,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1787,all the thing it's so good be side application this suitable for original muslim or newbie muslim or who interested in the quran and then also free for all on the app alhamdulillah,"[{'aspect': 'application', 'polarity': 'Positive'}]"
1788,"Very good apps, easy to use and has a lots of features.","[{'aspect': 'apps', 'polarity': 'Positive'}]"
1789,Good/ better for life changing,"[{'aspect': 'life', 'polarity': 'Positive'}]"
1790,Really nice app. Tells each and every meaning in English,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1791,Beautiful Experience Made Come Closer To My Lord My Allah Have Mercy On My Soul Ameen,"[{'aspect': 'Experience', 'polarity': 'Positive'}, {'aspect': 'Allah', 'polarity': 'Positive'}]"
1792,"Excellent application, Almighty Allah will reward the team's for creating this app nice one!!!","[{'aspect': 'application', 'polarity': 'Positive'}]"
1793,Quran & Tafsir. Highly recommended,"[{'aspect': 'Quran', 'polarity': 'Neutral'}]"
1794,Nice app. I liked the translation of the Qur'an.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1795,Easy learning tools. Clear pronounciation of the word and ayats.,"[{'aspect': 'tools', 'polarity': 'Positive'}]"
1796,Why does it want access to my photos and files when I want to listen to a juz ? 😑,"[{'aspect': 'photos', 'polarity': 'Negative'}]"
1797,Alhamdulillah best Islamic apps ever☺️,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
1798,Ya it's good.......but we had very tough to take aysha in that,"[{'aspect': 'aysha', 'polarity': 'Negative'}]"
1800,This app is very useful and it helped me a lot,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1801,The devlopers worked really hard for this app. Really appreciated,"[{'aspect': 'devlopers', 'polarity': 'Positive'}]"
1802,The downloaded is not playing out,"[{'aspect': 'downloaded', 'polarity': 'Negative'}]"
1803,Very useful. Use of colors to illustrate the tajweed is very helpful,"[{'aspect': 'colors', 'polarity': 'Positive'}]"
1804,This app is really helpful because there are no ads and this app also has the meanings of the verses. Mashallah!,"[{'aspect': 'ads', 'polarity': 'Positive'}]"
1805,Rating was given only coz I love Prophet Muhammad(peace be upon him) and yeah I like the way you people view the rating part,"[{'aspect': 'Rating', 'polarity': 'Neutral'}]"
1806,Great app. Your all in one Quran app. May Allah blesses you.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1807,I absolutely love this app. May Allah reward the developers,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1808,"It is nice, easy understanding and for learning Arabic","[{'aspect': 'understanding', 'polarity': 'Positive'}, {'aspect': 'learning', 'polarity': 'Positive'}]"
1810,Its a very good apo. I suggest everyone to use it. It should add the zoom in /out option. Sometimes It seems like some letters from duas can't be seen.,"[{'aspect': 'apo', 'polarity': 'Positive'}]"
1811,Easy to read and understand. And also comprehensive,"[{'aspect': 'read', 'polarity': 'Positive'}]"
1812,"Alhum Du Lillah, Very helpful app","[{'aspect': 'app', 'polarity': 'Positive'}]"
1813,"Really good aps,, Very useful,, but The of some locations has trouble. It's need to be solved.","[{'aspect': 'aps', 'polarity': 'Positive'}, {'aspect': 'locations', 'polarity': 'Negative'}]"
1814,"The best Quran apk so far. Built with all necessities. Many Languages. The Tefsir is a great teacher. The Qaris are so many, you make your choice. For now, there is NO Qur'an apk better than this.","[{'aspect': 'apk', 'polarity': 'Positive'}, {'aspect': 'teacher', 'polarity': 'Positive'}]"
1815,Best Quran App & Ad free... Thank You Developers,"[{'aspect': 'Ad', 'polarity': 'Positive'}]"
1817,Tabs available for the frequently read surahs,"[{'aspect': 'Tabs', 'polarity': 'Neutral'}]"
1818,I love this app.May Allah give proper reward to our brothers who create this app.I think all the Quran lovers love this app.I suggested this app to my cosin who is also a Quran lover.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1819,"Great app very easy to use, it also help in memorisation.","[{'aspect': 'app', 'polarity': 'Positive'}]"
1820,Yes this app is really good for new Quran reader. They can understand it by their own language.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1821,"ALHAMDULILLAH, it's a very good app","[{'aspect': 'app', 'polarity': 'Neutral'}]"
1823,"Assalam alaikum. This app is a good one. It helps alot, it has cool features. I love Quran. This app has a planner at least it helps me not to miss a day without reciting. Thank you and may Allah bless you.","[{'aspect': 'app', 'polarity': 'Positive'}]"
1824,Beautiful app with everything one needs.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1825,I enjoy every aspect of the app.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1826,"this is the best quran app, I am enjoying using it, and it is helping me focused","[{'aspect': 'quran app', 'polarity': 'Positive'}]"
1828,"Alhamdulillah, this app is really very useful, it got many other options like tajweed rules, showing root verbs, word by word translation and many more, also very easy to use. Love it","[{'aspect': 'app', 'polarity': 'Positive'}]"
1829,Alhamdulillah! This is the app I have been looking for😍.JazakAllah Khayr.😊,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1830,Very important and best Islamic app.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1831,Love this app. I have been using it since a while now and my experience with it is amazing. The best part is its daily reminder feature that gives me to read Quran everyday.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1832,"I like almost everything about this app, as a student, it's is really handy","[{'aspect': 'app', 'polarity': 'Positive'}]"
1833,Very good and useful aap... I request all those who want to learn about islam and hadees they must have download this.,"[{'aspect': 'download', 'polarity': 'Positive'}]"
1834,"Best app ever to practise Al-Quran....I found everything here as per my needs... Jazakumullahu Khairan, guys.","[{'aspect': 'app', 'polarity': 'Positive'}]"
1835,Every Muslims must have application,"[{'aspect': 'application', 'polarity': 'Neutral'}]"
1838,Among one of Good Al Qur'an apps,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
1840,You need to add more exclusive features on this app.,"[{'aspect': 'app', 'polarity': 'Negative'}]"
1841,Easy to use and enjoyable to read the translation.,"[{'aspect': 'use', 'polarity': 'Positive'}, {'aspect': 'read', 'polarity': 'Positive'}]"
1843,"Masha Allah very good in translation, it's really nice app","[{'aspect': 'app', 'polarity': 'Positive'}]"
1844,Bring you closer to your creator,"[{'aspect': 'creator', 'polarity': 'Positive'}]"
1845,Fantastic... it's very helpful...,"[{'aspect': 'helpful', 'polarity': 'Positive'}]"
1847,It has helped learn the quran way more than expected may Allah reward everyone who contributed the app👍,"[{'aspect': 'learn', 'polarity': 'Positive'}]"
1848,"Alhamdulillah everything is fine. However, it would be better if you could save the recitations to the SD card. Besides, it would be better to have more commentary in Bengali language.","[{'aspect': 'commentary', 'polarity': 'Neutral'}]"
1849,Great app both for Muslims and none Muslims who would like to study the Quran by themselves,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1850,This is nice app. It help for many purpose.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1851,"Alhamdulilah, may Almighty Allah showers His blessings on the developers of this app (Greentech Apps Foundation) and all Muslim Ummah worldwide.","[{'aspect': 'app', 'polarity': 'Positive'}]"
1853,"🥺🥺❤️ audio ta jodi off na hoto ba repeat korar option thakto vlo hoto ☹️ display ta off krle audio ta off hoye jay 😞,💔 Kintu best app 🥺❤️ জাযাকাল্লাহ খাইরান 🌸","[{'aspect': 'audio', 'polarity': 'Negative'}, {'aspect': 'display', 'polarity': 'Negative'}]"
1854,It is highly recommended to all those who would like to learn Quran in detail,"[{'aspect': 'Quran', 'polarity': 'Positive'}]"
1855,Incredible. One of the best app in the apps world,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1857,Alhamdulillah i really love this app.May Allah S.W.T reward the Team and their  family members ntheir coming   generations immensly in botht worlds Ameen,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1858,The app is very good. I like it very much. It helps me 🥰🥰,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1859,The best islamik apps all over the world💚,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
1860,"Masha-Allah, May Allah reward everyone who has assisted in the development of this app and it's readers. Amin!","[{'aspect': 'app', 'polarity': 'Positive'}]"
1861,Sry... New version ruined everything... Pls do fix it asap..,"[{'aspect': 'version', 'polarity': 'Negative'}]"
1862,One of the best apps to learn and understand Quran. ما شاء الله. I am so happy that you made such an app. Brilliant! May Allah grant you all Jannatul Firdaus. Ameen!,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
1863,"MAA SHAA ALLAH, of all the Qur'an apps I've used this has been the best","[{'aspect': 'apps', 'polarity': 'Positive'}]"
1865,May Allah rewards you and your team for your effort to provide us Holy Quran with the many features and many languanges.. The feature that like is translation word by word and word and its derivation included rooted word in whole Quran,"[{'aspect': 'languanges', 'polarity': 'Positive'}]"
1867,All I want is in this app.THANKs,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1868,Alhamdulillah.. its help me a lot to brush my Quranic skill,"[{'aspect': 'Quranic skill', 'polarity': 'Positive'}]"
1869,Brilliant app. But it would be good to have option to change reciter or have teachers.,"[{'aspect': 'app', 'polarity': 'Negative'}, {'aspect': 'teachers', 'polarity': 'Neutral'}]"
1870,Best Islamic Apps in the world.,"[{'aspect': 'Apps', 'polarity': 'Positive'}]"
1871,It is Very good and Nice app for eslam education. If you Use this app you to be happy,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1872,One of the best online Quran so far,"[{'aspect': 'Quran', 'polarity': 'Positive'}]"
1873,Alhamdulillah. Really best app my all use! I like it.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1874,"exceptional app, previously you guys had wbw translation by dr farhat hashmi and only urdu audio translation in a male voice too, now i see those are no more available.they were a great service. 🤩 plz add them back if possible","[{'aspect': 'farhat', 'polarity': 'Positive'}]"
1875,"Great work, very helpful to the user to understand.","[{'aspect': 'understand', 'polarity': 'Positive'}]"
1876,"What a great app this is to learn Quran! It helps me in recitation, tajweed and understanding the Quran through word by words. Zazakumullahu khairan.","[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'tajweed', 'polarity': 'Positive'}]"
1877,Perfect good for memorization purpose,"[{'aspect': 'memorization', 'polarity': 'Positive'}]"
1878,Nice telugu also there... totally the app is GOOD...,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1879,I really like the App. Jazakumullah khairan katheeran,"[{'aspect': 'App', 'polarity': 'Negative'}]"
1880,This app is pretty fast and covers a vast amount of features. It have good look and user friendly interface. There should be a language option but I hope developer will add it in future update.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1881,Alhamdulillah very helpful app for every Muslim.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1882,Just yesterday i install this app,"[{'aspect': 'app', 'polarity': 'Negative'}]"
1883,"Alhamdulillah!the best Quran app. it has all features to benefit talib e ilm. it helps me alot in understanding the word to word meaning, analysing the grammar rules and detailed root words.","[{'aspect': 'app', 'polarity': 'Positive'}]"
1885,Thank you to my precious brothers and sisters who developed this app. May you be raised in the highest ranks of Jannah. Ameen.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1886,"Jazakamuallah kathiran. Alhamdulilah very good and useful, simple and friendly user app. May Allah bestow rahmat and rezki for the good deeds done by the developer of this app. Keep up the great work.","[{'aspect': 'app', 'polarity': 'Positive'}]"
1887,"BY ALLAH, THIS APP IS REALLY HELPFUL","[{'aspect': 'APP', 'polarity': 'Positive'}]"
1888,It is really helpful to increase your knowledge for your deen . Highly recommended to you all to download this app and get a pure guidance and what our lord is trying to say,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1889,It's just amazing! with all the qualities to help a learner to advance,"[{'aspect': 'learner', 'polarity': 'Positive'}]"
1890,Extremely useful....all in one Quran app.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1891,"As I Wanted, this app is just like that!","[{'aspect': 'app', 'polarity': 'Negative'}]"
